G_in,NAD_in,NADH_obs,
1000,500,9.733333333
2000,500,30.4
4000,500,108.7333333
10000,500,162.3
1000,1000,31.966996
2000,1000,61.812796
4000,1000,116.032666
10000,1000,172.623619
