G_in,NAD_in,NADH_obs,
1000,500,32.25265667
2000,500,75.19166
4000,500,142.6865467
10000,500,230.77233
1000,1000,57.18312
2000,1000,137.46178
4000,1000,207.59898
10000,1000,336.405
